PY_VAR0
PY_VAR1
Time	Click
00:00:00	0
00:01:46	1
00:01:56	1
00:02:04	1
00:02:12	1
00:02:20	1
00:02:28	1
00:03:05	1
00:03:16	1
00:03:28	1
00:03:59	1
00:04:10	1
00:04:20	1
00:04:31	1
00:04:40	1
00:04:48	1
00:04:57	1
00:05:14	1
00:05:25	1
00:05:38	1
00:05:50	1
00:06:02	1
00:06:36	-1
00:06:45	-1
00:06:57	-1
00:07:06	-1
00:07:17	-1
00:07:26	-1
00:07:36	-1
00:07:45	-1
00:07:56	-1
00:08:21	1
00:08:55	1
00:09:32	1
00:09:47	1
00:10:02	1
00:10:27	1
00:10:52	1
Total Score:	19
